case_text,administrative,criminal,civil,constitutional,family,commercial
Water damage liability case filed by Jyotir in Bangkok.,0,0,1,0,0,0
Dispute over guardianship rights brings Titiksha and Arpita to court.,0,0,0,0,1,0
Loan settlement conflict between Aman and Utkarsh escalates to civil court. Supplier contract termination by Wipro leads to litigation.,0,0,1,0,0,1
Startup Toyota sues ex-employee Anshika for leaking trade secrets.,0,0,0,0,0,1
Water damage liability case filed by Sudhir in Chennai.,0,0,1,0,0,0
An appeal was filed by Kshitij against a land acquisition order in Paris.,1,0,0,0,0,0
Public interest litigation filed over religious freedom infringement.,0,0,0,1,0,0
Aman pleads not guilty in a court case regarding cybercrime.,0,1,0,0,0,0
Ford is accused of violating antitrust laws in London.,0,0,0,0,0,1
Rakesh and Anshika file for divorce citing irreconcilable differences.,0,0,0,0,1,0
Citizens in Rome protest changes in election laws. The transport authority in Johannesburg faces complaints over revoked permits.,1,0,0,1,0,0
"A drug trafficking ring was busted in Shanghai, implicating Sudhir.",0,1,0,0,0,0
Petition filed by Amit regarding violation of free speech rights.,0,0,0,1,0,0
Investigation begins on the kidnapping case involving Sunita in Kashmir.,0,1,0,0,0,0
Water damage liability case filed by Shouryan in Dubai. Shareholder Monika alleges financial mismanagement by board members.,0,0,1,0,0,1
Shareholder Anshika alleges financial mismanagement by board members.,0,0,0,0,0,1
Petition filed by Kunal regarding violation of free speech rights.,0,0,0,1,0,0
Startup American Express sues ex-employee Raj for leaking trade secrets.,0,0,0,0,0,1
Loan settlement conflict between Sudhir and Monika escalates to civil court.,0,0,1,0,0,0
An FIR was lodged against Ayesha for illegal possession of firearms.,0,1,0,0,0,0
The rights of tribal communities in Shanghai debated in the apex court.,0,0,0,1,0,0
A law regarding digital surveillance is being scrutinized under constitutional grounds.,0,0,0,1,0,0
Dispute between Walmart and Walmart regarding merger terms.,0,0,0,0,0,1
Water damage liability case filed by Aditya in Dehradun. Dispute between TotalEnergies and TotalEnergies regarding merger terms.,0,0,1,0,0,1
Ramesh pleads not guilty in a court case regarding cybercrime. Petition filed by Shubham regarding violation of free speech rights.,0,1,0,1,0,0
Titiksha files lawsuit against Sunita for breach of partnership terms.,0,0,0,0,0,1
Supplier contract termination by Honda leads to litigation. Mr. Rohit challenges the new municipal tax regulation in Mumbai.,1,0,0,0,0,1
Sunita sues Jatin over sudden rental agreement termination. ICICI Bank is accused of violating antitrust laws in Mexico City.,0,0,1,0,0,1
Dispute between Caterpillar and Caterpillar regarding merger terms.,0,0,0,0,0,1
Custody battle between Yash and Chen in Sydney family court.,0,0,0,0,1,0
The transport authority in Manila faces complaints over revoked permits.,1,0,0,0,0,0
"A drug trafficking ring was busted in Johannesburg, implicating Priya. The rights of tribal communities in Seoul debated in the apex court.",0,1,0,1,0,0
Adoption rights dispute raised by Rakesh in the High Court.,0,0,0,0,1,0
Water damage liability case filed by Anjali in Delhi. Shareholder Harvijay alleges financial mismanagement by board members.,0,0,1,0,0,1
Sudhir sues Priya over sudden rental agreement termination.,0,0,1,0,0,0
Anushka and Anjali file for divorce citing irreconcilable differences.,0,0,0,0,1,0
Investigation begins on the kidnapping case involving Mahesh in Paris.,0,1,0,0,0,0
Custody battle between Raj and Shubham in São Paulo family court.,0,0,0,0,1,0
Shareholder Shivam alleges financial mismanagement by board members.,0,0,0,0,0,1
Water damage liability case filed by David in Barcelona.,0,0,1,0,0,0
Himanshi and Rohit file for divorce citing irreconcilable differences.,0,0,0,0,1,0
Allegations of bias in exam results published by the Sydney board are raised.,1,0,0,0,0,0
Shareholder Anshika alleges financial mismanagement by board members.,0,0,0,0,0,1
Startup Bharti Airtel sues ex-employee Arpita for leaking trade secrets. The department’s decision on pension disbursement was contested by Piyush.,1,0,0,0,0,1
Petition filed by Raj regarding violation of free speech rights.,0,0,0,1,0,0
Citizens in Brussels protest changes in election laws.,0,0,0,1,0,0
Allegations of bias in exam results published by the Sydney board are raised.,1,0,0,0,0,0
Anushree challenges the reservation policy in the Supreme Court.,0,0,0,1,0,0
Kshitij is charged with theft at Mumbai mall.,0,1,0,0,0,0
Dispute arises over land boundaries between Jatin and Mohit in Lima.,0,0,1,0,0,0
"A drug trafficking ring was busted in Melbourne, implicating Simran. The rights of tribal communities in Delhi debated in the apex court.",0,1,0,1,0,0
A law regarding digital surveillance is being scrutinized under constitutional grounds.,0,0,0,1,0,0
Citizens in Berlin protest changes in election laws. Allegations of bias in exam results published by the Sydney board are raised.,1,0,0,1,0,0
Anushka is charged with theft at Cape Town mall. Kunal challenges the reservation policy in the Supreme Court.,0,1,0,1,0,0
Police arrest Anjali in Dubai for organized financial fraud.,0,1,0,0,0,0
Loan settlement conflict between Mahesh and Sara escalates to civil court. Custody battle between Anushka and Monika in Berlin family court.,0,0,1,0,1,0
Supplier contract termination by Singapore Airlines leads to litigation.,0,0,0,0,0,1
Property ownership between Sukesh and Omar contested in Cape Town court.,0,0,1,0,0,0
Water damage liability case filed by Kunal in Chennai. Adoption rights dispute raised by Anjali in the High Court.,0,0,1,0,1,0
Spotify is accused of violating antitrust laws in Sydney.,0,0,0,0,0,1
Anshika files lawsuit against Tanmay for breach of partnership terms. The transport authority in Chennai faces complaints over revoked permits.,1,0,0,0,0,1
Mahesh sues Akshay over sudden rental agreement termination. Dispute over guardianship rights brings Simran and Priya to court.,0,0,1,0,1,0
Water damage liability case filed by Piyush in Jammu. The inheritance claim of Sudhir contested by family members in Brussels.,0,0,1,0,1,0
Public interest litigation filed over religious freedom infringement. The transport authority in Melbourne faces complaints over revoked permits.,1,0,0,1,0,0
Investigation begins on the kidnapping case involving Ramesh in Manila.,0,1,0,0,0,0
Petition filed by Anushree regarding violation of free speech rights.,0,0,0,1,0,0
Shareholder Rakesh alleges financial mismanagement by board members. The department’s decision on pension disbursement was contested by Kshitij.,1,0,0,0,0,1
Startup Walmart sues ex-employee Arpita for leaking trade secrets. Mr. Kunal challenges the new municipal tax regulation in Kashmir.,1,0,0,0,0,1
Allegations of bias in exam results published by the Dubai board are raised.,1,0,0,0,0,0
Public interest litigation filed over religious freedom infringement. Government hiring procedure disputed by Rakesh from Manila.,1,0,0,1,0,0
Supplier contract termination by Spotify leads to litigation.,0,0,0,0,0,1
Mr. Himanshi challenges the new municipal tax regulation in Berlin.,1,0,0,0,0,0
Dispute over guardianship rights brings Harvijay and Kshitij to court.,0,0,0,0,1,0
Petition filed by Anjali regarding violation of free speech rights. The department’s decision on pension disbursement was contested by Gukesh.,1,0,0,1,0,0
Litigation initiated for contract breach by Anushree against Kunal. Dispute between Tata Motors and Tata Motors regarding merger terms.,0,0,1,0,0,1
Allegations of bias in exam results published by the São Paulo board are raised.,1,0,0,0,0,0
Shivam sues Amit over sudden rental agreement termination.,0,0,1,0,0,0
Water damage liability case filed by Raj in Kerela.,0,0,1,0,0,0
Allegations of bias in exam results published by the Barcelona board are raised.,1,0,0,0,0,0
Investigation begins on the kidnapping case involving Shouryan in Brisbane.,0,1,0,0,0,0
Litigation initiated for contract breach by Shivam against Mahesh.,0,0,1,0,0,0
Kartikey challenges the reservation policy in the Supreme Court. Government hiring procedure disputed by Utkarsh from Jakarta.,1,0,0,1,0,0
Alimony disagreement leads to legal action from John.,0,0,0,0,1,0
Allegations of bias in exam results published by the Delhi board are raised.,1,0,0,0,0,0
Shareholder Prashant alleges financial mismanagement by board members.,0,0,0,0,0,1
Custody battle between Jatin and Anushka in Kerela family court.,0,0,0,0,1,0
Petition filed by Omar regarding violation of free speech rights.,0,0,0,1,0,0
Petition filed by Salman regarding violation of free speech rights.,0,0,0,1,0,0
The rights of tribal communities in Jammu debated in the apex court.,0,0,0,1,0,0
A law regarding digital surveillance is being scrutinized under constitutional grounds. An appeal was filed by Kshitij against a land acquisition order in Brisbane.,1,0,0,1,0,0
Public interest litigation filed over religious freedom infringement.,0,0,0,1,0,0
Omar and Aditya file for divorce citing irreconcilable differences.,0,0,0,0,1,0
Sara and Sunita file for divorce citing irreconcilable differences.,0,0,0,0,1,0
Government hiring procedure disputed by Aditya from Melbourne.,1,0,0,0,0,0
The inheritance claim of Utkarsh contested by family members in Riyadh.,0,0,0,0,1,0
Mahesh sues Simran over sudden rental agreement termination.,0,0,1,0,0,0
The transport authority in Moscow faces complaints over revoked permits.,1,0,0,0,0,0
Kshitij is charged with theft at Johannesburg mall.,0,1,0,0,0,0
Aman and Utkarsh file for divorce citing irreconcilable differences.,0,0,0,0,1,0
Jatin files lawsuit against Harvijay for breach of partnership terms.,0,0,0,0,0,1
Simran sues Rohit over sudden rental agreement termination. Startup Bank of America sues ex-employee Gukesh for leaking trade secrets.,0,0,1,0,0,1
Litigation initiated for contract breach by Sara against Fatima. Infosys is accused of violating antitrust laws in Osaka.,0,0,1,0,0,1
Government hiring procedure disputed by John from Delhi.,1,0,0,0,0,0
Startup JPMorgan Chase sues ex-employee Amit for leaking trade secrets.,0,0,0,0,0,1
Loan settlement conflict between Sunita and Amit escalates to civil court.,0,0,1,0,0,0
Dispute between Microsoft and Microsoft regarding merger terms.,0,0,0,0,0,1
Harvijay files lawsuit against Mahesh for breach of partnership terms.,0,0,0,0,0,1
Property ownership between Anushree and Sukesh contested in Osaka court.,0,0,1,0,0,0
An appeal was filed by Simran against a land acquisition order in Melbourne.,1,0,0,0,0,0
Gukesh is charged with theft at Kuala Lumpur mall.,0,1,0,0,0,0
Public interest litigation filed over religious freedom infringement.,0,0,0,1,0,0
Citizens in Jakarta protest changes in election laws.,0,0,0,1,0,0
Startup Samsung Electronics sues ex-employee Piyush for leaking trade secrets.,0,0,0,0,0,1
Litigation initiated for contract breach by Rakesh against Mohit. Alimony disagreement leads to legal action from Ramesh.,0,0,1,0,1,0
The inheritance claim of Utkarsh contested by family members in Osaka.,0,0,0,0,1,0
An FIR was lodged against Anushree for illegal possession of firearms.,0,1,0,0,0,0
Citizens in Abu Dhabi protest changes in election laws.,0,0,0,1,0,0
Property ownership between Amit and Tanmay contested in Kerela court.,0,0,1,0,0,0
The rights of tribal communities in Tokyo debated in the apex court.,0,0,0,1,0,0
Property ownership between David and Mohit contested in Dubai court.,0,0,1,0,0,0
Dispute over guardianship rights brings Akshay and Amit to court.,0,0,0,0,1,0
Bharti Airtel is accused of violating antitrust laws in Cairo.,0,0,0,0,0,1
Adoption rights dispute raised by Shubham in the High Court.,0,0,0,0,1,0
An FIR was lodged against Mukti for illegal possession of firearms. The rights of tribal communities in Chennai debated in the apex court.,0,1,0,1,0,0
Property ownership between Piyush and Kunal contested in Goa court.,0,0,1,0,0,0
Alimony disagreement leads to legal action from Fatima.,0,0,0,0,1,0
Supplier contract termination by Morgan Stanley leads to litigation. An appeal was filed by Chen against a land acquisition order in Barcelona.,1,0,0,0,0,1
An appeal was filed by Himanshi against a land acquisition order in Mexico City.,1,0,0,0,0,0
Loan settlement conflict between Amit and Kunal escalates to civil court. Shubham and Anushka file for divorce citing irreconcilable differences.,0,0,1,0,1,0
Property ownership between Sunita and Arpita contested in Bangalore court. Supplier contract termination by PayPal leads to litigation.,0,0,1,0,0,1
The inheritance claim of Aditya contested by family members in Riyadh.,0,0,0,0,1,0
Anushree is charged with theft at Amsterdam mall. Citizens in Brussels protest changes in election laws.,0,1,0,1,0,0
Dispute arises over land boundaries between Monika and Tanmay in Madrid.,0,0,1,0,0,0
Anushree sues Ayesha over sudden rental agreement termination.,0,0,1,0,0,0
Morgan Stanley is accused of violating antitrust laws in Johannesburg.,0,0,0,0,0,1
Petition filed by Jatin regarding violation of free speech rights.,0,0,0,1,0,0
Water damage liability case filed by Piyush in Barcelona.,0,0,1,0,0,0
Water damage liability case filed by Sudhir in Paris. Himanshi files lawsuit against Harvijay for breach of partnership terms.,0,0,1,0,0,1
Allegations of bias in exam results published by the Goa board are raised.,1,0,0,0,0,0
An FIR was lodged against Anshika for illegal possession of firearms. A law regarding digital surveillance is being scrutinized under constitutional grounds.,0,1,0,1,0,0
Sunita challenges the reservation policy in the Supreme Court.,0,0,0,1,0,0
Himanshi challenges the reservation policy in the Supreme Court.,0,0,0,1,0,0
Anjali sues Mohit over sudden rental agreement termination.,0,0,1,0,0,0
Ayesha files lawsuit against Prashant for breach of partnership terms. Allegations of bias in exam results published by the Shanghai board are raised.,1,0,0,0,0,1
Startup Barclays sues ex-employee Fatima for leaking trade secrets.,0,0,0,0,0,1
Property ownership between David and Akshay contested in Berlin court. Anshika and Mukti file for divorce citing irreconcilable differences.,0,0,1,0,1,0
Litigation initiated for contract breach by Himanshi against Shivam.,0,0,1,0,0,0
Police arrest Mahesh in Kuala Lumpur for organized financial fraud.,0,1,0,0,0,0
Citizens in Kuala Lumpur protest changes in election laws. Government hiring procedure disputed by Mukti from Sydney.,1,0,0,1,0,0
Public interest litigation filed over religious freedom infringement.,0,0,0,1,0,0
Utkarsh files lawsuit against Omar for breach of partnership terms.,0,0,0,0,0,1
Startup Barclays sues ex-employee Rakesh for leaking trade secrets.,0,0,0,0,0,1
Investigation begins on the kidnapping case involving Mukti in Istanbul.,0,1,0,0,0,0
Public interest litigation filed over religious freedom infringement. Government hiring procedure disputed by Sudhir from Berlin.,1,0,0,1,0,0
Meta Platforms is accused of violating antitrust laws in Cape Town.,0,0,0,0,0,1
Investigation begins on the kidnapping case involving Anushka in Jakarta.,0,1,0,0,0,0
Government hiring procedure disputed by Yash from Melbourne.,1,0,0,0,0,0
Public interest litigation filed over religious freedom infringement.,0,0,0,1,0,0
Akshay files lawsuit against Aditya for breach of partnership terms.,0,0,0,0,0,1
Alimony disagreement leads to legal action from Aaradhya.,0,0,0,0,1,0
Water damage liability case filed by Anushka in London.,0,0,1,0,0,0
Amit pleads not guilty in a court case regarding cybercrime.,0,1,0,0,0,0
Shouryan files lawsuit against Anushree for breach of partnership terms.,0,0,0,0,0,1
The department’s decision on pension disbursement was contested by Omar.,1,0,0,0,0,0
Oracle is accused of violating antitrust laws in Melbourne. The department’s decision on pension disbursement was contested by Omar.,1,0,0,0,0,1
The transport authority in Barcelona faces complaints over revoked permits.,1,0,0,0,0,0
Citizens in Delhi protest changes in election laws. Government hiring procedure disputed by Gukesh from Pune.,1,0,0,1,0,0
Simran challenges the reservation policy in the Supreme Court.,0,0,0,1,0,0
Sara sues Kshitij over sudden rental agreement termination. Dispute between BP and BP regarding merger terms.,0,0,1,0,0,1
Dispute over guardianship rights brings Jyotir and Aman to court.,0,0,0,0,1,0
Alimony disagreement leads to legal action from Fatima.,0,0,0,0,1,0
Alimony disagreement leads to legal action from Chen.,0,0,0,0,1,0
An FIR was lodged against Omar for illegal possession of firearms.,0,1,0,0,0,0
An appeal was filed by Utkarsh against a land acquisition order in Melbourne.,1,0,0,0,0,0
Allegations of bias in exam results published by the Istanbul board are raised.,1,0,0,0,0,0
David is charged with theft at Tokyo mall.,0,1,0,0,0,0
Supplier contract termination by eBay leads to litigation.,0,0,0,0,0,1
The department’s decision on pension disbursement was contested by Anushka.,1,0,0,0,0,0
Mr. Arpita challenges the new municipal tax regulation in Melbourne.,1,0,0,0,0,0
Jyotir is charged with theft at Jammu mall.,0,1,0,0,0,0
"A drug trafficking ring was busted in Pune, implicating Omar. Public interest litigation filed over religious freedom infringement.",0,1,0,1,0,0
The transport authority in Amsterdam faces complaints over revoked permits.,1,0,0,0,0,0
Petition filed by Mukti regarding violation of free speech rights. Government hiring procedure disputed by Mukti from Manchester.,1,0,0,1,0,0
Supplier contract termination by JPMorgan Chase leads to litigation.,0,0,0,0,0,1
Litigation initiated for contract breach by Kartikey against Rakesh. Dispute between Flipkart and Flipkart regarding merger terms.,0,0,1,0,0,1
A law regarding digital surveillance is being scrutinized under constitutional grounds.,0,0,0,1,0,0
Citizens in São Paulo protest changes in election laws. Government hiring procedure disputed by Shubham from Rome.,1,0,0,1,0,0
Dispute arises over land boundaries between Shivam and Prashant in Chennai.,0,0,1,0,0,0
Himanshi challenges the reservation policy in the Supreme Court.,0,0,0,1,0,0
Shareholder Raj alleges financial mismanagement by board members.,0,0,0,0,0,1
Water damage liability case filed by Raj in Doha. Mahesh and Piyush file for divorce citing irreconcilable differences.,0,0,1,0,1,0
Public interest litigation filed over religious freedom infringement. An appeal was filed by Aman against a land acquisition order in Kerela.,1,0,0,1,0,0
Mukti sues Kshitij over sudden rental agreement termination.,0,0,1,0,0,0
Public interest litigation filed over religious freedom infringement.,0,0,0,1,0,0
Startup Honeywell sues ex-employee John for leaking trade secrets.,0,0,0,0,0,1
Dispute between Roche and Roche regarding merger terms.,0,0,0,0,0,1
Petition filed by Mahesh regarding violation of free speech rights. The transport authority in Kashmir faces complaints over revoked permits.,1,0,0,1,0,0
Tencent is accused of violating antitrust laws in Johannesburg.,0,0,0,0,0,1
Supplier contract termination by McDonald's leads to litigation. The transport authority in Goa faces complaints over revoked permits.,1,0,0,0,0,1
Investigation begins on the kidnapping case involving Ayesha in Buenos Aires. Petition filed by Chen regarding violation of free speech rights.,0,1,0,1,0,0
Mr. Gukesh challenges the new municipal tax regulation in Cairo.,1,0,0,0,0,0
An appeal was filed by Monika against a land acquisition order in Buenos Aires.,1,0,0,0,0,0
Sun Pharma is accused of violating antitrust laws in Delhi. An appeal was filed by Omar against a land acquisition order in Madrid.,1,0,0,0,0,1
Ayesha pleads not guilty in a court case regarding cybercrime. The rights of tribal communities in Amsterdam debated in the apex court.,0,1,0,1,0,0
Loan settlement conflict between Piyush and Yash escalates to civil court.,0,0,1,0,0,0
American Express is accused of violating antitrust laws in Moscow. Government hiring procedure disputed by Sudhir from Madrid.,1,0,0,0,0,1
Startup Pfizer sues ex-employee Kunal for leaking trade secrets. Allegations of bias in exam results published by the Brisbane board are raised.,1,0,0,0,0,1
Shubham files lawsuit against Shubham for breach of partnership terms. Allegations of bias in exam results published by the Pune board are raised.,1,0,0,0,0,1
Akshay sues Piyush over sudden rental agreement termination. JPMorgan Chase is accused of violating antitrust laws in Beijing.,0,0,1,0,0,1
Government hiring procedure disputed by Shubham from Riyadh.,1,0,0,0,0,0
An FIR was lodged against Anushree for illegal possession of firearms.,0,1,0,0,0,0
Police arrest Simran in Madrid for organized financial fraud.,0,1,0,0,0,0
Government hiring procedure disputed by Gukesh from Tokyo.,1,0,0,0,0,0
Dispute between Hyundai and Hyundai regarding merger terms.,0,0,0,0,0,1
The inheritance claim of Shivam contested by family members in Shanghai.,0,0,0,0,1,0
